1.000000000000000000e+00,4.099200069904327393e-01,3.601279854774475098e-01,3.607679903507232666e-01,1.825599968433380127e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.803520023822784424e-01,1.799360066652297974e-01,1.797119975090026855e-01,1.783359944820404053e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.796800047159194946e-01,1.778240054845809937e-01,1.853760033845901489e-01,1.760639995336532593e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.751040071249008179e-01,1.792960017919540405e-01,1.753920018672943115e-01,1.756480038166046143e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.747840046882629395e-01,1.788160055875778198e-01,1.913599967956542969e-01,1.797440052032470703e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.789759993553161621e-01,1.792320013046264648e-01,1.813759952783584595e-01,1.788479983806610107e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.737919986248016357e-01,1.809920072555541992e-01,1.805440038442611694e-01,1.834879964590072632e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.799039989709854126e-01,1.773760020732879639e-01,1.788160055875778198e-01,1.790399998426437378e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.842560023069381714e-01,1.773760020732879639e-01,1.790080070495605469e-01,1.845760047435760498e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.805119961500167847e-01,1.793600022792816162e-01,1.881919950246810913e-01,1.792320013046264648e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.792960017919540405e-01,1.786559969186782837e-01,1.772159934043884277e-01,1.796479970216751099e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.783359944820404053e-01,1.794559955596923828e-01,1.782719939947128296e-01,1.785919964313507080e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.785600036382675171e-01,1.782719939947128296e-01,1.781120002269744873e-01,1.804479956626892090e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.835519969463348389e-01,1.794880032539367676e-01,1.782079935073852539e-01,1.810240000486373901e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.791999936103820801e-01,1.781760007143020630e-01,1.792320013046264648e-01,1.794559955596923828e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.783359944820404053e-01,1.856960058212280273e-01,1.814080029726028442e-01,1.783040016889572144e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.803839951753616333e-01,1.792960017919540405e-01,1.779520064592361450e-01,1.879040002822875977e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.778240054845809937e-01,1.786880046129226685e-01,1.785279959440231323e-01,2.017280012369155884e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.811199933290481567e-01,1.795520037412643433e-01,1.790399998426437378e-01,1.790399998426437378e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.802559942007064819e-01,1.792960017919540405e-01,1.779199987649917603e-01,1.783040016889572144e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.829120069742202759e-01,1.833599954843521118e-01,1.791359931230545044e-01,1.805759966373443604e-01,0.000000000000000000e+00
