0.0 1.0 1.0 1.01
0.1 1.0 1.193516565226608 1.4382540270023423
0.2 1.0 1.3725343236249927 1.897362725340417
0.30000000000000004 1.0 1.5275348712390473 2.3438223320621856
0.4 1.0 1.6542029650142274 2.7430596473133035
0.5 1.0 1.7527943725355926 3.0758841801989036
0.6 1.0 1.8265404638489773 3.337906050100638
0.7 1.0 1.8799992854853966 3.53504140927301
0.7999999999999999 1.0 1.9178388995906641 3.678302448537044
0.8999999999999999 1.0 1.9441585447267673 3.7797823595461346
0.9999999999999999 1.0 1.9622392550151755 3.8503651809619304
