0.000000000000000000e+00 6.516300000000000425e-01 -7.725400000000000322e-03
1.035706476463074562e-05 6.579540563029073752e-01 -7.731547599479538999e-03
2.038246869936440389e-05 6.639846054895496286e-01 -7.755306599426500629e-03
3.041173431062550660e-05 6.700080079419281631e-01 -7.782074122320018633e-03
4.061045349871045978e-05 6.759145508852091311e-01 -7.855882506680152491e-03
5.069548425680810318e-05 6.816135168552444057e-01 -7.947397327414654558e-03
6.078061356691096012e-05 6.872427033433614607e-01 -8.010943979383618879e-03
7.104616865533050247e-05 6.927041108064547759e-01 -8.113319178255881323e-03
8.117112140134927266e-05 6.979234290546597608e-01 -8.298594942772782868e-03
9.144795649474424216e-05 7.029955512141325968e-01 -8.538949520620802217e-03
1.020348061055994864e-04 7.076877004587664999e-01 -8.794051040176565845e-03
1.125546903482584104e-04 7.118949795012472492e-01 -8.935601532424650856e-03
1.229480131546633963e-04 7.157292435057374114e-01 -8.913290314894156685e-03
1.344372893924876216e-04 7.192003641484573384e-01 -8.732130658166057519e-03
1.578303204010787948e-04 7.208043819132563534e-01 -8.739557358331309297e-03
1.654075751738961250e-04 7.195850857437730008e-01 -1.003568210513724850e-02
1.768269476035350726e-04 7.179915555942306682e-01 -1.149088102494893494e-02
1.877919862187682227e-04 7.167408970697402015e-01 -1.262739325252797314e-02
1.980394488090392552e-04 7.156530407670819161e-01 -1.363194358760137434e-02
2.081787401315466246e-04 7.146103589581237481e-01 -1.459371609389713102e-02
2.181378410514442031e-04 7.135955185578477522e-01 -1.555135710158435554e-02
2.281847122097378094e-04 7.125867213793087851e-01 -1.652021658371423049e-02
2.382447532807603911e-04 7.115804813156109132e-01 -1.746630190822545323e-02
2.484970596774435723e-04 7.105783954962734406e-01 -1.836731361116639497e-02
2.589445787213458488e-04 7.096203861842240723e-01 -1.919211368071218130e-02
2.694016546609102306e-04 7.087171486821771671e-01 -1.991763421377195503e-02
2.798788583093847807e-04 7.078719996905794565e-01 -2.055508596565132351e-02
2.904114984328098588e-04 7.070839508741908475e-01 -2.110339417232076284e-02
3.008757788593851169e-04 7.063465492244133115e-01 -2.156708363504247078e-02
3.113468581306949178e-04 7.056526182495335142e-01 -2.195580097796527921e-02
3.217275550698563483e-04 7.050001635894289631e-01 -2.228260814677301277e-02
3.320628164162301322e-04 7.043790175913977603e-01 -2.255820861600289079e-02
3.423197515265852123e-04 7.037831251215873607e-01 -2.278717668349075978e-02
3.524744489499713018e-04 7.032007263698192290e-01 -2.297393354682944824e-02
3.626580850980089038e-04 7.026289183562546281e-01 -2.313030628494811350e-02
3.728936944368717852e-04 7.020764643947606798e-01 -2.326744720133862299e-02
3.831520685607584095e-04 7.015478364812686163e-01 -2.339017743878365335e-02
3.934139741942164082e-04 7.010432390427717708e-01 -2.349660320064428376e-02
4.036773470002997686e-04 7.005616932599321167e-01 -2.358314562628260197e-02
4.138749990919300659e-04 7.000996769294810518e-01 -2.364912200164901585e-02
4.240942926798888109e-04 6.996537087206006200e-01 -2.369685900333591208e-02
4.343354963442620721e-04 6.992260990090199968e-01 -2.372974754203760819e-02
4.446030473828960672e-04 6.988182734276924268e-01 -2.374940264690833525e-02
4.549024834873617758e-04 6.984319722530415442e-01 -2.375524568312325363e-02
4.651752161856090913e-04 6.980674443165393317e-01 -2.374416341708193712e-02
4.754058720446173230e-04 6.977221694055926182e-01 -2.371426865986569349e-02
4.855928127024670320e-04 6.973939987300656895e-01 -2.366522366516976908e-02
4.956936767086392781e-04 6.970802347021227696e-01 -2.359546448963048548e-02
5.057181039658962748e-04 6.967777209370141778e-01 -2.350245015864793272e-02
5.156462274293039348e-04 6.964838490964850859e-01 -2.338415937639325148e-02
5.254821503607337053e-04 6.961956457183297031e-01 -2.323789380562939905e-02
5.352368933528090693e-04 6.959103826797711223e-01 -2.306019727545214823e-02
5.449253832973199136e-04 6.956265113248915055e-01 -2.284789960434490536e-02
5.545524940081234021e-04 6.953423478386977497e-01 -2.259644699592143480e-02
5.641506437405376800e-04 6.950563207010241884e-01 -2.230255877419063185e-02
5.737063138414822067e-04 6.947661230738761962e-01 -2.196257838013961419e-02
5.832689669334979645e-04 6.944706244383640481e-01 -2.157241727276983101e-02
5.928607220063668694e-04 6.941681295085433412e-01 -2.113159293114378126e-02
6.024640904639417139e-04 6.938563943469597817e-01 -2.064178835764587244e-02
6.121096953056442275e-04 6.935357121806711156e-01 -2.010224260196705887e-02
6.218010721738605889e-04 6.932038793539261334e-01 -1.951610288030157514e-02
6.315603198936239372e-04 6.928576491450831876e-01 -1.889047439186990196e-02
6.414529466849153930e-04 6.924940677986676230e-01 -1.824369546442591514e-02
6.514611686846247425e-04 6.921144888292062314e-01 -1.759397346441311100e-02
6.615779706559180538e-04 6.917271977825810714e-01 -1.695525150017579766e-02
6.717685890753441642e-04 6.913377091305915600e-01 -1.634505921967264672e-02
6.819958701105824535e-04 6.909468571845509555e-01 -1.576861995172457523e-02
6.922881346250087282e-04 6.905557234241926912e-01 -1.523165674028671701e-02
7.026427312940235594e-04 6.901691921032883092e-01 -1.474308975517261630e-02
7.129772423949596281e-04 6.897829806268284125e-01 -1.430781483158852924e-02
7.232517259398997230e-04 6.893908021356839333e-01 -1.392610725971888883e-02
7.334785387156561500e-04 6.889907679339137836e-01 -1.359448503852790126e-02
7.436668934894820858e-04 6.885826689164886716e-01 -1.330862747635452696e-02
7.537860719796084675e-04 6.881659109021863729e-01 -1.306659610138720048e-02
7.638935741605140271e-04 6.877395052199919423e-01 -1.286676635190616737e-02
7.739998946061581826e-04 6.873071901066021283e-01 -1.270717243785393462e-02
7.840984116457079718e-04 6.868723675342370827e-01 -1.258801141563502604e-02
7.941393625871681020e-04 6.864360529030923974e-01 -1.250830085415242585e-02
8.041323029572505863e-04 6.859968095899190432e-01 -1.246510689566142881e-02
8.141808224039708388e-04 6.855567246858762509e-01 -1.245451173879459465e-02
8.242431989616015369e-04 6.851218571937937041e-01 -1.247447113938069882e-02
8.343007782378616911e-04 6.846946742145780807e-01 -1.252172056656053641e-02
8.443371560456226213e-04 6.842755682844440246e-01 -1.259417036091580074e-02
8.543602381474354459e-04 6.838644832569722443e-01 -1.269202889599638749e-02
8.643714135492606542e-04 6.834621676591695616e-01 -1.281506061884171883e-02
8.743569728155397821e-04 6.830686790120188423e-01 -1.296302807775210481e-02
8.843322454739648746e-04 6.826842780161607172e-01 -1.313624336857018363e-02
8.942749509870291658e-04 6.823099442509564794e-01 -1.333615669756228229e-02
9.041780814963144191e-04 6.819448939733513404e-01 -1.356378400838488020e-02
9.140415014890190251e-04 6.815876197757161359e-01 -1.382006108960966324e-02
9.238619533449297970e-04 6.812367182576357649e-01 -1.410698753854258865e-02
9.336563703229126820e-04 6.808917937991365577e-01 -1.442730940647336986e-02
9.434136051258575593e-04 6.805514093029361167e-01 -1.478254848781272029e-02
9.531589704988783747e-04 6.802120475310996506e-01 -1.517302411073436982e-02
9.629352899167147083e-04 6.798713632486913516e-01 -1.559683734999413145e-02
9.727431086076063953e-04 6.795291182165266175e-01 -1.604980887190824920e-02
9.826072311480305455e-04 6.791871040406143312e-01 -1.652838135788147270e-02
9.925047389096723367e-04 6.788482274158715857e-01 -1.702714884304640935e-02
1.002432074859887536e-03 6.785149152655765015e-01 -1.754297873876758257e-02
1.012408241207058681e-03 6.781914566889353235e-01 -1.807319746461779481e-02
1.022440895239559245e-03 6.778838842140553211e-01 -1.861345284123903585e-02
